gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
864897715	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/88/B_10_0153880.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23824									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
864897717	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/83/B_10_0153839.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23729									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
437207108	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1443353250356wFiHFeaaCNtpnQ2a					Paris, Museum National d'Histoire Naturelle, ER					cc-by	
437872784	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1443353285454px14vZfYuWnWazSg					Paris, Museum National d'Histoire Naturelle, ER					cc-by	
438244951	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442309791876y6nMjXckw4r1OxFW					Paris, Museum National d'Histoire Naturelle, VD					cc-by	
438662011	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1443455297380Uv2ysxZCVqRypM00					Paris, Muséum National d'Histoire Naturelle, MJ					cc-by	
1019560626	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14468222235342Oteno08WTUJVfkL					Paris, Museum National d'Histoire Naturelle, FC					cc-by	
1230822530				http://herbarium.univie.ac.at/database/image.php?filename=94124&method=show										
1230822586				http://herbarium.univie.ac.at/database/image.php?filename=94228&method=show										
1144617530				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308188&dataTabIndex=1										
1144617563				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308223&dataTabIndex=1										
1144617576				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308206&dataTabIndex=1										
144865756	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/80/B_10_0153801.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23645									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865765	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/80/B_10_0153804.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23651									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865771	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/81/B_10_0153811.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23665									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865772	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/81/B_10_0153812.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23668									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865800	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/87/B_10_0153875.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23807									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865839	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/89/B_10_0154898.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23815									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865851	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/89/B_10_0154890.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23796									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
694313583	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441426085218XCDSiWXlywKVYgIX										cc-by	
694315493	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419669777kvkz6atxRtAePXcC										cc-by	
453639813	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/12/B_-W_12129%20-00%200__3.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=127975									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
475052192	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/12/B_-W_12129%20-01%200.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=150928									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
475052194	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/12/B_-W_12128%20-01%200.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=150927									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
667520529	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385872602MCOjt1ZaV02uFvWN										cc-by	
667538144	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740518ZfESEkWZ4ZQWokay										cc-by	
667621142	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739600YhKAtAM5WtPvf6Sl										cc-by	
667627756	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740237LpfQ1H1tuxcd3Y0z										cc-by	
667681238	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740294DNY4hJzQspEImpEN										cc-by	
667720482	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413857398444KWdkQ2fPAE6pYnY										cc-by	
667720485	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739900jgGog5LawTQJJPeY										cc-by	
667720489	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739987mIwjU83VifrkDdxE										cc-by	
864884623	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/80/B_10_0154808.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23635									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
367043763				http://herbarium.univie.ac.at/database/image.php?filename=94240&method=show										
885585121				http://collections.mnh.si.edu/media/index.php?irn=10098212										
885584942				http://collections.mnh.si.edu/media/index.php?irn=10050522										
912206486	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35378.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206434	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35362.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206465	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35369.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206519	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35970.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206527				http://specimens.kew.org/herbarium/K000230413									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206644				http://specimens.kew.org/herbarium/K000230573									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206537	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35967.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206506				http://specimens.kew.org/herbarium/K000230408									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206638	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36099.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206618	StillImage	image/jpeg	http://www.kew.org/herbcatimg/80266.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206436				http://specimens.kew.org/herbarium/K000230365									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206658	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36088.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912326838				http://specimens.kew.org/herbarium/K000390401									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1099023481	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108052_20051227_194256.jpg										CC BY-SA 3.0	
1099023487	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108055_20051227_185846.jpg										CC BY-SA 3.0	
1099023478	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108048_20060103_110642.jpg										CC BY-SA 3.0	
1259314884	StillImage	image/jpeg	http://www.tropicos.org/ImageDownload.aspx?imageid=33933	http://www.tropicos.org/ImageFullView.aspx?imageid=33933	Ecklon - 51 - South Africa	isotype 1926515		MBG					http://creativecommons.org/licenses/by-nc-sa/3.0/	MBG
1230807828				http://herbarium.univie.ac.at/database/image.php?filename=94206&method=show										
1230821907				http://herbarium.univie.ac.at/database/image.php?filename=94110&method=show										
1230822246				http://herbarium.univie.ac.at/database/image.php?filename=94125&method=show										
1230822508				http://herbarium.univie.ac.at/database/image.php?filename=94117&method=show										
453639809	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/13/B_-W_12134%20-00%200__3.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=127980									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
1057389408	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/3c51d326c06460923baceb5acf949113202b8207/contents/preview		BM000552481								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
1057389408	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/d1962b49600123dc9afe8c3864728b1d90d1d0bd/contents/preview		BM000552481								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
667517737	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385872746jaEI6ENXN3gMKywl										cc-by	
667520539	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895964zmaG5LPojdsJuVZX										cc-by	
667520548	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895677hVqh4YaooEurtyeO										cc-by	
667524095	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385717068cXXuMZ0XGmyGQGcP										cc-by	
667602042	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385717030hfdhTWyUmopcaC9J										cc-by	
667616234	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740024QHlOf9IbvsY2gYRe										cc-by	
667616476	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385827347BNoUYHOPdN9ryYrg										cc-by	
667669660	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895822Zr5xysJkFlE46Igz										cc-by	
667674739	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413858958393Y2Au7z3h5mYPuPc										cc-by	
667681257	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739694RoCF1Q5V0BGI5hVL										cc-by	
667720480	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739449270Mg5SKaOzc08CP										cc-by	
1144617554				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308195&dataTabIndex=1										
144865776	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/81/B_10_0153816.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23677									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
475052190	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/12/B_-W_12126%20-02%200.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=150925									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
475052197	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/13/B_-W_12130%20-01%200.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=150929									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
694507250	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419778005HX9VPYqBRtymS5Xy										cc-by	
874701005				http://herbarium.univie.ac.at/database/image.php?filename=165202&method=show										
367043687				http://herbarium.univie.ac.at/database/image.php?filename=94249&method=show										
367043695				http://herbarium.univie.ac.at/database/image.php?filename=94206&method=show										
1230807759				http://herbarium.univie.ac.at/database/image.php?filename=94218&method=show										
1230822149				http://herbarium.univie.ac.at/database/image.php?filename=94261&method=show										
1230822324				http://herbarium.univie.ac.at/database/image.php?filename=94129&method=show										
1057580932	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/6d3fa91877a74cef7fb8fb8df51b1f72929d4a74/contents/preview		BM000552470								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
1057580932	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/fd9712bc363ef89c18c0f3dc27188fa4deb2392c/contents/preview		BM000552470								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
367043692				http://herbarium.univie.ac.at/database/image.php?filename=94127&method=show										
367043694				http://herbarium.univie.ac.at/database/image.php?filename=94205&method=show										
144865775	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/81/B_10_0153815.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23674									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865799	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/87/B_10_0153874.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23805									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865828	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/83/B_10_0153833.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23715									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
667520557	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895455OZ7IxMhZLvgWEppF										cc-by	
667616236	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740062NpH30AfVvoH0TSIp										cc-by	
667616237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413857403508sgZOQOSzcmKg4WX										cc-by	
667669335	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385916157EtGHz2NKyggRKjKG										cc-by	
667669661	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413858958577hsNDoxWuNCQIHYr										cc-by	
667720534	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413858726741MG8yXKijHFChuev										cc-by	
694315494	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419777366V9PEvFtSkB6GuG5Y										cc-by	
694435525	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419776819JvE3eKXGbHlcxlX9										cc-by	
694581208	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419776901EGA1UTerqiug4905										cc-by	
694803804	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419777423BLUUc7EmYpCCgjMQ										cc-by	
1078822918	StillImage	image/jpeg	http://pictures.snsb.info/TUBafrplantscoll/web/TUB-0006/TUB-000623_20061030_175148.jpg											
1144586160				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4310913&dataTabIndex=1										
1144617533				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308191&dataTabIndex=1										
1144617607				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308221&dataTabIndex=1										
1230807939				http://herbarium.univie.ac.at/database/image.php?filename=94251&method=show										
437650666	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442309781693rjoZIysiMYDI6lMX					Paris, Museum National d'Histoire Naturelle, VD					cc-by	
667520550	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895617cC21Vuc73DRuNLRS										cc-by	
667538148	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740559yNSTrsqZKfixYWON										cc-by	
667616479	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385827402x8hw7gFSmy756oA4										cc-by	
667669407	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413857397486S1vIeGlY8krEstP										cc-by	
667669409	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739786w0NMqI0NClXnxAXc										cc-by	
667720532	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385872518CRHqpZZZlSMyNM4D										cc-by	
694517375	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441426773003qQBisz22eDb84hSW										cc-by	
144865780	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/87/B_10_0153877.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23812									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865786	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/88/B_10_0153883.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23833									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865812	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/84/B_10_0153842.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23736									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865846	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/90/B_10_0154906.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23849									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
864897713	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/86/B_10_0153862.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23781									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
864897745	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/80/B_10_0153800.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23643									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
367043701				http://herbarium.univie.ac.at/database/image.php?filename=94238&method=show										
1099023500	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108067_20051227_174706.jpg										CC BY-SA 3.0	
1099023495	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108062_20051227_180358.jpg										CC BY-SA 3.0	
1099023501	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108065_20051227_175736.jpg										CC BY-SA 3.0	
1099023483	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108047_20060103_111248.jpg										CC BY-SA 3.0	
1099023492	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108057_20051227_185220.jpg										CC BY-SA 3.0	
1099023479	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108046_20060103_112328.jpg										CC BY-SA 3.0	
912206493	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35400.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206435	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35356.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206431	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247122.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206453	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35383.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206496	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35406.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206642				http://specimens.kew.org/herbarium/K000230571									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206526	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35404.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206630				http://specimens.kew.org/herbarium/K000230560									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206624	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36082.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206666	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36095.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206498	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35407.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912459726	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247131.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912459734	StillImage	image/jpeg	http://www.kew.org/herbcatimg/249171.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912302059	StillImage	image/jpeg	http://www.kew.org/herbcatimg/80274.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912024832				http://specimens.kew.org/herbarium/27681.000									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912024855				http://specimens.kew.org/herbarium/27682.000									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1258010873	StillImage	image/jpeg	http://www.tropicos.org/ImageDownload.aspx?imageid=100290970	http://www.tropicos.org/ImageFullView.aspx?imageid=100290970	Bidault - 1480 - South Africa			Ehoarn Bidault					http://creativecommons.org/licenses/by-nc-sa/3.0/	MBG
